연도,월,품목명,품종명,평균가격,등급명,유통단계별무게,유통단계별단위명
1996 ,1 ,쌀,일반계,34319.333,상품,20,kg
1996 ,1 ,쌀,일반계,33482.048,중품,20,kg
1996 ,1 ,찹쌀,일반계,88167.333,상품,40,kg
1996 ,1 ,찹쌀,일반계,83148.429,중품,40,kg
1996 ,1 ,콩,백태(국산),92043.333,상품,35,kg
1996 ,1 ,콩,백태(국산),85302.905,중품,35,kg
1996 ,1 ,콩,콩나물콩,30396.762,중품,35,kg
1996 ,1 ,콩,백태(수입),83519.095,중품,35,kg
1996 ,1 ,팥,적두(국산),142764.571,상품,40,kg
1996 ,1 ,팥,적두(국산),135850.476,중품,40,kg
1996 ,1 ,팥,적두(수입),71601.143,중품,40,kg
1996 ,1 ,녹두,국산,198836.238,상품,40,kg
1996 ,1 ,녹두,국산,190716.857,중품,40,kg
1996 ,1 ,녹두,수입,140059.238,중품,40,kg
1996 ,1 ,고구마,밤,7782.333,상품,10,kg
1996 ,1 ,고구마,밤,6496.381,중품,10,kg
1996 ,1 ,감자,수미,19494.762,상품,20,kg
1996 ,1 ,감자,수미,16164.286,중품,20,kg
1996 ,1 ,배추,가을,355.81,상품,1,kg
1996 ,1 ,배추,가을,312,중품,1,kg
1996 ,1 ,양배추,양배추,3488.476,상품,10,kg
1996 ,1 ,양배추,양배추,2946.571,중품,10,kg
1996 ,1 ,시금치,시금치,7695.619,상품,4,kg
1996 ,1 ,시금치,시금치,6626.762,중품,4,kg
1996 ,1 ,상추,청,10125,상품,4,kg
1996 ,1 ,상추,청,8949,중품,4,kg
1996 ,1 ,오이,가시계통,11564.857,상품,10,kg
1996 ,1 ,오이,가시계통,10380.19,중품,10,kg
1996 ,1 ,오이,다다기계통,12455.619,상품,10,kg
1996 ,1 ,오이,다다기계통,11193.619,중품,10,kg
1996 ,1 ,호박,애호박,18632.048,상품,20,개
1996 ,1 ,호박,애호박,16999,중품,20,개
1996 ,1 ,호박,쥬키니,12884.476,상품,10,kg
1996 ,1 ,호박,쥬키니,11271.619,중품,10,kg
1996 ,1 ,무,가을,7672.857,상품,20,kg
1996 ,1 ,무,가을,6447.333,중품,20,kg
1996 ,1 ,당근,무세척,9542.667,상품,20,kg
1996 ,1 ,당근,무세척,7736.571,중품,20,kg
1996 ,1 ,건고추,화건,524546.286,상품,60,kg
1996 ,1 ,건고추,화건,481685.238,중품,60,kg
1996 ,1 ,건고추,양건,619947.286,상품,60,kg
1996 ,1 ,건고추,양건,575562.952,중품,60,kg
1996 ,1 ,풋고추,풋고추,43265.095,상품,10,kg
1996 ,1 ,풋고추,풋고추,39305.714,중품,10,kg
1996 ,1 ,붉은고추,붉은고추,83698.476,상품,10,kg
1996 ,1 ,붉은고추,붉은고추,71581.762,중품,10,kg
1996 ,1 ,피마늘,한지1접,9230.333,상품,1,접
1996 ,1 ,피마늘,한지1접,7222.381,중품,1,접
1996 ,1 ,피마늘,난지㎏,11280.905,상품,10,kg
1996 ,1 ,피마늘,난지㎏,9106.048,중품,10,kg
1996 ,1 ,양파,양파,7600.714,상품,20,kg
1996 ,1 ,양파,양파,6672.714,중품,20,kg
1996 ,1 ,파,대파,744.143,상품,1,kg
1996 ,1 ,파,대파,624.238,중품,1,kg
1996 ,1 ,생강,국산,35628.095,상품,20,kg
1996 ,1 ,생강,국산,29146.19,중품,20,kg
1996 ,1 ,미나리,미나리,29136.619,상품,20,kg
1996 ,1 ,미나리,미나리,25079.81,중품,20,kg
1996 ,1 ,참깨,백색(국산),312689.81,상품,30,kg
1996 ,1 ,참깨,백색(국산),296315.524,중품,30,kg
1996 ,1 ,참깨,중국,110322.048,중품,30,kg
1996 ,1 ,들깨,국산,129252.857,상품,45,kg
1996 ,1 ,들깨,국산,120227.048,중품,45,kg
1996 ,1 ,들깨,수입,64567.286,중품,45,kg
1996 ,1 ,땅콩,국산,87502.619,상품,30,kg
1996 ,1 ,땅콩,국산,80875.19,중품,30,kg
1996 ,1 ,땅콩,수입,62152.143,중품,30,kg
1996 ,1 ,사과,후지,12258.286,상품,10,kg
1996 ,1 ,사과,후지,9931.429,중품,10,kg
1996 ,1 ,배,신고,31860.19,상품,15,kg
1996 ,1 ,배,신고,27801.286,중품,15,kg
1996 ,1 ,감귤,감귤,12273.619,상품,10,kg
1996 ,1 ,감귤,감귤,10269.571,중품,10,kg
1996 ,1 ,단감,단감,22797.81,상품,10,kg
1996 ,1 ,단감,단감,19856.952,중품,10,kg
1996 ,1 ,바나나,수입,11344.286,상품,13,kg
1996 ,1 ,바나나,수입,9852.381,중품,13,kg
1996 ,1 ,참다래,국산,21082.571,상품,10,kg
1996 ,1 ,참다래,국산,18468.238,중품,10,kg
1996 ,1 ,참다래,수입,29895.238,상품,10,kg
1996 ,1 ,참다래,수입,27300,중품,10,kg
1996 ,1 ,파인애플,수입,9449.476,상품,12,kg
1996 ,1 ,파인애플,수입,7937.286,중품,12,kg
1996 ,1 ,고등어,생선,18950.857,중품,10,kg
1996 ,1 ,고등어,냉동,15142.905,중품,10,kg
1996 ,1 ,갈치,생선,7437.333,중품,1,kg
1996 ,1 ,갈치,냉동,5099.524,중품,1,kg
1996 ,1 ,명태,생선,90023.81,중품,20,kg
1996 ,1 ,명태,냉동,27147.571,중품,20,kg
1996 ,1 ,물오징어,생선,2844.762,중품,1,kg
1996 ,1 ,물오징어,냉동,1803.619,중품,1,kg
1996 ,1 ,건멸치,건멸치,35628.762,중품,1.5,kg
1996 ,1 ,북어,황태,10302.952,중품,10,마리
1996 ,1 ,북어,먹태,9829.095,중품,10,마리
1996 ,1 ,건오징어,건오징어,13218.667,중품,20,마리
1996 ,1 ,김,김,2729.143,중품,1,속
1996 ,1 ,건미역,건미역,7571.667,상품,1,kg
1996 ,1 ,굴,굴,6944.762,상품,1,kg
1996 ,2 ,쌀,일반계,34403.105,상품,20,kg
1996 ,2 ,쌀,일반계,33511.263,중품,20,kg
1996 ,2 ,찹쌀,일반계,87889.053,상품,40,kg
1996 ,2 ,찹쌀,일반계,82960.316,중품,40,kg
1996 ,2 ,콩,백태(국산),88997,상품,35,kg
1996 ,2 ,콩,백태(국산),82779.895,중품,35,kg
1996 ,2 ,콩,콩나물콩,29122.632,중품,35,kg
1996 ,2 ,콩,백태(수입),83885.316,중품,35,kg
1996 ,2 ,팥,적두(국산),141368.316,상품,40,kg
1996 ,2 ,팥,적두(국산),134398.526,중품,40,kg
1996 ,2 ,팥,적두(수입),72154,중품,40,kg
1996 ,2 ,녹두,국산,206535.632,상품,40,kg
1996 ,2 ,녹두,국산,197904.158,중품,40,kg
1996 ,2 ,녹두,수입,146319.947,중품,40,kg
1996 ,2 ,고구마,밤,9215.316,상품,10,kg
1996 ,2 ,고구마,밤,7929.526,중품,10,kg
1996 ,2 ,감자,수미,22182.316,상품,20,kg
1996 ,2 ,감자,수미,18345.789,중품,20,kg
1996 ,2 ,배추,가을,372.263,상품,1,kg
1996 ,2 ,배추,가을,330.421,중품,1,kg
1996 ,2 ,양배추,양배추,3521.421,상품,10,kg
1996 ,2 ,양배추,양배추,2966.526,중품,10,kg
1996 ,2 ,시금치,시금치,7903.474,상품,4,kg
1996 ,2 ,시금치,시금치,6698.842,중품,4,kg
1996 ,2 ,상추,청,6677.105,상품,4,kg
1996 ,2 ,상추,청,5573.105,중품,4,kg
1996 ,2 ,오이,가시계통,11148,상품,10,kg
1996 ,2 ,오이,가시계통,9911.474,중품,10,kg
1996 ,2 ,오이,다다기계통,13267.684,상품,10,kg
1996 ,2 ,오이,다다기계통,11978.263,중품,10,kg
1996 ,2 ,호박,애호박,19555.947,상품,20,개
1996 ,2 ,호박,애호박,17693.579,중품,20,개
1996 ,2 ,호박,쥬키니,12251.895,상품,10,kg
1996 ,2 ,호박,쥬키니,10582.789,중품,10,kg
1996 ,2 ,딸기,딸기,3594.583,상품,1,kg
1996 ,2 ,딸기,딸기,3070.833,중품,1,kg
1996 ,2 ,무,가을,9024.789,상품,20,kg
1996 ,2 ,무,가을,7758.737,중품,20,kg
1996 ,2 ,당근,무세척,10103.316,상품,20,kg
1996 ,2 ,당근,무세척,8354.526,중품,20,kg
1996 ,2 ,건고추,화건,540488.579,상품,60,kg
1996 ,2 ,건고추,화건,497631.421,중품,60,kg
1996 ,2 ,건고추,양건,631842.105,상품,60,kg
1996 ,2 ,건고추,양건,587556.421,중품,60,kg
1996 ,2 ,풋고추,풋고추,67505.737,상품,10,kg
1996 ,2 ,풋고추,풋고추,62024.526,중품,10,kg
1996 ,2 ,붉은고추,붉은고추,59197.474,상품,10,kg
1996 ,2 ,붉은고추,붉은고추,50377.105,중품,10,kg
1996 ,2 ,피마늘,한지1접,9026.263,상품,1,접
1996 ,2 ,피마늘,한지1접,7035.053,중품,1,접
1996 ,2 ,피마늘,난지㎏,11060.263,상품,10,kg
1996 ,2 ,피마늘,난지㎏,8942.895,중품,10,kg
1996 ,2 ,양파,양파,8278.895,상품,20,kg
1996 ,2 ,양파,양파,7318.684,중품,20,kg
1996 ,2 ,파,대파,824.474,상품,1,kg
1996 ,2 ,파,대파,696.368,중품,1,kg
1996 ,2 ,생강,국산,37935.842,상품,20,kg
1996 ,2 ,생강,국산,31439.947,중품,20,kg
1996 ,2 ,미나리,미나리,32036.842,상품,20,kg
1996 ,2 ,미나리,미나리,27882.684,중품,20,kg
1996 ,2 ,참깨,백색(국산),311827.947,상품,30,kg
1996 ,2 ,참깨,백색(국산),295514.053,중품,30,kg
1996 ,2 ,참깨,중국,108614.632,중품,30,kg
1996 ,2 ,들깨,국산,128937.526,상품,45,kg
1996 ,2 ,들깨,국산,120370.368,중품,45,kg
1996 ,2 ,들깨,수입,63287.579,중품,45,kg
1996 ,2 ,땅콩,국산,88835.158,상품,30,kg
1996 ,2 ,땅콩,국산,82414.579,중품,30,kg
1996 ,2 ,땅콩,수입,61714.263,중품,30,kg
1996 ,2 ,사과,후지,13451.105,상품,10,kg
1996 ,2 ,사과,후지,11057.579,중품,10,kg
1996 ,2 ,배,신고,34766.895,상품,15,kg
1996 ,2 ,배,신고,30503.737,중품,15,kg
1996 ,2 ,감귤,감귤,13455.368,상품,10,kg
1996 ,2 ,감귤,감귤,11384.368,중품,10,kg
1996 ,2 ,단감,단감,24096.632,상품,10,kg
1996 ,2 ,단감,단감,21191.737,중품,10,kg
1996 ,2 ,바나나,수입,12185.368,상품,13,kg
1996 ,2 ,바나나,수입,10717.789,중품,13,kg
1996 ,2 ,참다래,국산,21394.789,상품,10,kg
1996 ,2 ,참다래,국산,18561.579,중품,10,kg
1996 ,2 ,참다래,수입,29931.579,상품,10,kg
1996 ,2 ,참다래,수입,27331.579,중품,10,kg
1996 ,2 ,파인애플,수입,9715.789,상품,12,kg
1996 ,2 ,파인애플,수입,8205.789,중품,12,kg
1996 ,2 ,고등어,생선,19324.368,중품,10,kg
1996 ,2 ,고등어,냉동,14820.105,중품,10,kg
1996 ,2 ,갈치,생선,7608.211,중품,1,kg
1996 ,2 ,갈치,냉동,5173.579,중품,1,kg
1996 ,2 ,명태,생선,81578.947,중품,20,kg
1996 ,2 ,명태,냉동,27330.526,중품,20,kg
1996 ,2 ,물오징어,생선,2880,중품,1,kg
1996 ,2 ,물오징어,냉동,1796.316,중품,1,kg
1996 ,2 ,건멸치,건멸치,34078.368,중품,1.5,kg
1996 ,2 ,북어,황태,10424.737,중품,10,마리
1996 ,2 ,북어,먹태,9889.579,중품,10,마리
1996 ,2 ,건오징어,건오징어,13308.368,중품,20,마리
1996 ,2 ,김,김,2780.895,중품,1,속
1996 ,2 ,건미역,건미역,7611.842,상품,1,kg
1996 ,2 ,굴,굴,6849.789,상품,1,kg
1996 ,3 ,쌀,일반계,33972.8,상품,20,kg
1996 ,3 ,쌀,일반계,33158.6,중품,20,kg
1996 ,3 ,찹쌀,일반계,87614.45,상품,40,kg
1996 ,3 ,찹쌀,일반계,82685.6,중품,40,kg
1996 ,3 ,콩,백태(국산),87447.2,상품,35,kg
1996 ,3 ,콩,백태(국산),81447.2,중품,35,kg
1996 ,3 ,콩,콩나물콩,28245.5,중품,35,kg
1996 ,3 ,콩,백태(수입),84403.5,중품,35,kg
1996 ,3 ,팥,적두(국산),139082.3,상품,40,kg
1996 ,3 ,팥,적두(국산),132189.3,중품,40,kg
1996 ,3 ,팥,적두(수입),71769.2,중품,40,kg
1996 ,3 ,녹두,국산,206160.85,상품,40,kg
1996 ,3 ,녹두,국산,197128.7,중품,40,kg
1996 ,3 ,녹두,수입,145757.25,중품,40,kg
1996 ,3 ,고구마,밤,9868.8,상품,10,kg
1996 ,3 ,고구마,밤,8586.95,중품,10,kg
1996 ,3 ,감자,수미,24890.95,상품,20,kg
1996 ,3 ,감자,수미,20625.1,중품,20,kg
1996 ,3 ,배추,봄,689.667,상품,1,kg
1996 ,3 ,배추,봄,615.5,중품,1,kg
1996 ,3 ,배추,가을,522.5,상품,1,kg
1996 ,3 ,배추,가을,475.85,중품,1,kg
1996 ,3 ,양배추,양배추,3632.15,상품,10,kg
1996 ,3 ,양배추,양배추,3093.5,중품,10,kg
1996 ,3 ,시금치,시금치,6116.15,상품,4,kg
1996 ,3 ,시금치,시금치,4990.3,중품,4,kg
1996 ,3 ,상추,청,5293.3,상품,4,kg
1996 ,3 ,상추,청,4274.55,중품,4,kg
1996 ,3 ,참외,참외,35823.167,상품,10,kg
1996 ,3 ,참외,참외,32329.833,중품,10,kg
1996 ,3 ,오이,가시계통,8930.8,상품,10,kg
1996 ,3 ,오이,가시계통,7756.05,중품,10,kg
1996 ,3 ,오이,다다기계통,11279.2,상품,10,kg
1996 ,3 ,오이,다다기계통,10029.25,중품,10,kg
1996 ,3 ,호박,애호박,16947.25,상품,20,개
1996 ,3 ,호박,애호박,14972.65,중품,20,개
1996 ,3 ,호박,쥬키니,7787.15,상품,10,kg
1996 ,3 ,호박,쥬키니,6326.8,중품,10,kg
1996 ,3 ,토마토,토마토,12797.385,상품,10,kg
1996 ,3 ,토마토,토마토,10884.846,중품,10,kg
1996 ,3 ,딸기,딸기,3152.7,상품,1,kg
1996 ,3 ,딸기,딸기,2636.55,중품,1,kg
1996 ,3 ,무,가을,11127.15,상품,20,kg
1996 ,3 ,무,가을,9909.95,중품,20,kg
1996 ,3 ,당근,무세척,11185.7,상품,20,kg
1996 ,3 ,당근,무세척,9430.35,중품,20,kg
1996 ,3 ,건고추,화건,544392.9,상품,60,kg
1996 ,3 ,건고추,화건,501535.9,중품,60,kg
1996 ,3 ,건고추,양건,636535.9,상품,60,kg
1996 ,3 ,건고추,양건,592535.85,중품,60,kg
1996 ,3 ,풋고추,풋고추,48148.15,상품,10,kg
1996 ,3 ,풋고추,풋고추,42708.85,중품,10,kg
1996 ,3 ,붉은고추,붉은고추,72770.8,상품,10,kg
1996 ,3 ,붉은고추,붉은고추,63154.05,중품,10,kg
1996 ,3 ,피마늘,한지1접,8487.45,상품,1,접
1996 ,3 ,피마늘,한지1접,6654.05,중품,1,접
1996 ,3 ,피마늘,난지㎏,10760.1,상품,10,kg
1996 ,3 ,피마늘,난지㎏,8674.3,중품,10,kg
1996 ,3 ,양파,양파,9758.55,상품,20,kg
1996 ,3 ,양파,양파,8669.3,중품,20,kg
1996 ,3 ,파,대파,840.45,상품,1,kg
1996 ,3 ,파,대파,707.7,중품,1,kg
1996 ,3 ,생강,국산,38507.2,상품,20,kg
1996 ,3 ,생강,국산,31907.1,중품,20,kg
1996 ,3 ,미나리,미나리,33952.15,상품,20,kg
1996 ,3 ,미나리,미나리,29434.3,중품,20,kg
1996 ,3 ,참깨,백색(국산),311879.4,상품,30,kg
1996 ,3 ,참깨,백색(국산),295545.7,중품,30,kg
1996 ,3 ,참깨,중국,106860.7,중품,30,kg
1996 ,3 ,들깨,국산,128769.25,상품,45,kg
1996 ,3 ,들깨,국산,120271.35,중품,45,kg
1996 ,3 ,들깨,수입,62742.75,중품,45,kg
1996 ,3 ,땅콩,국산,93210.6,상품,30,kg
1996 ,3 ,땅콩,국산,87315.5,중품,30,kg
1996 ,3 ,땅콩,수입,62571,중품,30,kg
1996 ,3 ,사과,후지,14109.35,상품,10,kg
1996 ,3 ,사과,후지,11685.8,중품,10,kg
1996 ,3 ,배,신고,37135.7,상품,15,kg
1996 ,3 ,배,신고,32942.8,중품,15,kg
1996 ,3 ,배,만삼길,20000,상품,15,kg
1996 ,3 ,배,만삼길,18000,중품,15,kg
1996 ,3 ,감귤,감귤,12417.95,상품,10,kg
1996 ,3 ,감귤,감귤,10319.05,중품,10,kg
1996 ,3 ,단감,단감,25174,상품,10,kg
1996 ,3 ,단감,단감,22246.45,중품,10,kg
1996 ,3 ,바나나,수입,14434.65,상품,13,kg
1996 ,3 ,바나나,수입,12812.85,중품,13,kg
1996 ,3 ,참다래,국산,21715.45,상품,10,kg
1996 ,3 ,참다래,국산,18877.35,중품,10,kg
1996 ,3 ,참다래,수입,29005,상품,10,kg
1996 ,3 ,참다래,수입,26405,중품,10,kg
1996 ,3 ,파인애플,수입,9116.95,상품,12,kg
1996 ,3 ,파인애플,수입,7619.15,중품,12,kg
1996 ,3 ,고등어,생선,21080.35,중품,10,kg
1996 ,3 ,고등어,냉동,14804,중품,10,kg
1996 ,3 ,갈치,생선,8089.35,중품,1,kg
1996 ,3 ,갈치,냉동,5306,중품,1,kg
1996 ,3 ,명태,생선,68825,중품,20,kg
1996 ,3 ,명태,냉동,27032.2,중품,20,kg
1996 ,3 ,물오징어,생선,2880,중품,1,kg
1996 ,3 ,물오징어,냉동,1807.4,중품,1,kg
1996 ,3 ,건멸치,건멸치,32388.05,중품,1.5,kg
1996 ,3 ,북어,황태,10438,중품,10,마리
1996 ,3 ,북어,먹태,9780.65,중품,10,마리
1996 ,3 ,건오징어,건오징어,13280.2,중품,20,마리
1996 ,3 ,김,김,2652.6,중품,1,속
1996 ,3 ,건미역,건미역,7539.6,상품,1,kg
1996 ,3 ,굴,굴,6868.9,상품,1,kg
1996 ,4 ,쌀,일반계,34359.286,상품,20,kg
1996 ,4 ,쌀,일반계,33527.714,중품,20,kg
1996 ,4 ,찹쌀,일반계,87234.619,상품,40,kg
1996 ,4 ,찹쌀,일반계,82357.19,중품,40,kg
1996 ,4 ,콩,백태(국산),87616.524,상품,35,kg
1996 ,4 ,콩,백태(국산),81717.571,중품,35,kg
1996 ,4 ,콩,콩나물콩,28250.095,중품,35,kg
1996 ,4 ,콩,백태(수입),85140.333,중품,35,kg
1996 ,4 ,팥,적두(국산),137802.905,상품,40,kg
1996 ,4 ,팥,적두(국산),131017.048,중품,40,kg
1996 ,4 ,팥,적두(수입),72439.381,중품,40,kg
1996 ,4 ,녹두,국산,211755.143,상품,40,kg
1996 ,4 ,녹두,국산,202612.143,중품,40,kg
1996 ,4 ,녹두,수입,144234.333,중품,40,kg
1996 ,4 ,고구마,밤,10268.81,상품,10,kg
1996 ,4 ,고구마,밤,8968.048,중품,10,kg
1996 ,4 ,감자,수미,23525.476,상품,20,kg
1996 ,4 ,감자,수미,19564.619,중품,20,kg
1996 ,4 ,배추,봄,714.238,상품,1,kg
1996 ,4 ,배추,봄,650.571,중품,1,kg
1996 ,4 ,배추,가을,723.524,상품,1,kg
1996 ,4 ,배추,가을,667,중품,1,kg
1996 ,4 ,양배추,양배추,3389.429,상품,10,kg
1996 ,4 ,양배추,양배추,2872.667,중품,10,kg
1996 ,4 ,시금치,시금치,4595.095,상품,4,kg
1996 ,4 ,시금치,시금치,3713.905,중품,4,kg
1996 ,4 ,상추,청,6369.286,상품,4,kg
1996 ,4 ,상추,청,5368.571,중품,4,kg
1996 ,4 ,수박,수박,9686.333,상품,1,개
1996 ,4 ,수박,수박,7471.583,중품,1,개
1996 ,4 ,참외,참외,32575.714,상품,10,kg
1996 ,4 ,참외,참외,29153.571,중품,10,kg
1996 ,4 ,오이,가시계통,9331.238,상품,10,kg
1996 ,4 ,오이,가시계통,8140.286,중품,10,kg
1996 ,4 ,오이,다다기계통,10847.095,상품,10,kg
1996 ,4 ,오이,다다기계통,9524.381,중품,10,kg
1996 ,4 ,호박,애호박,16255.714,상품,20,개
1996 ,4 ,호박,애호박,14313.095,중품,20,개
1996 ,4 ,호박,쥬키니,7539.714,상품,10,kg
1996 ,4 ,호박,쥬키니,6170.429,중품,10,kg
1996 ,4 ,토마토,토마토,12921.81,상품,10,kg
1996 ,4 ,토마토,토마토,10946.19,중품,10,kg
1996 ,4 ,딸기,딸기,3404.857,상품,1,kg
1996 ,4 ,딸기,딸기,2881.524,중품,1,kg
1996 ,4 ,무,봄,17500,상품,20,kg
1996 ,4 ,무,봄,15139.067,중품,20,kg
1996 ,4 ,무,가을,14578.048,상품,20,kg
1996 ,4 ,무,가을,13285.952,중품,20,kg
1996 ,4 ,당근,무세척,11556.048,상품,20,kg
1996 ,4 ,당근,무세척,9750.19,중품,20,kg
1996 ,4 ,건고추,화건,544762.095,상품,60,kg
1996 ,4 ,건고추,화건,501088.429,중품,60,kg
1996 ,4 ,건고추,양건,638503.048,상품,60,kg
1996 ,4 ,건고추,양건,593095.333,중품,60,kg
1996 ,4 ,풋고추,풋고추,40651.381,상품,10,kg
1996 ,4 ,풋고추,풋고추,35243.286,중품,10,kg
1996 ,4 ,붉은고추,붉은고추,84071.476,상품,10,kg
1996 ,4 ,붉은고추,붉은고추,74158.81,중품,10,kg
1996 ,4 ,피마늘,한지1접,7661.143,상품,1,접
1996 ,4 ,피마늘,한지1접,5928.619,중품,1,접
1996 ,4 ,피마늘,난지㎏,9379.667,상품,10,kg
1996 ,4 ,피마늘,난지㎏,7391.333,중품,10,kg
1996 ,4 ,양파,양파,15392.238,상품,20,kg
1996 ,4 ,양파,양파,13948.952,중품,20,kg
1996 ,4 ,양파,햇양파,14617.25,상품,20,kg
1996 ,4 ,양파,햇양파,13043.667,중품,20,kg
1996 ,4 ,파,대파,695.524,상품,1,kg
1996 ,4 ,파,대파,566.619,중품,1,kg
1996 ,4 ,생강,국산,38255.19,상품,20,kg
1996 ,4 ,생강,국산,31591.81,중품,20,kg
1996 ,4 ,미나리,미나리,29891.143,상품,20,kg
1996 ,4 ,미나리,미나리,25347,중품,20,kg
1996 ,4 ,참깨,백색(국산),312022.952,상품,30,kg
1996 ,4 ,참깨,백색(국산),295704.286,중품,30,kg
1996 ,4 ,참깨,중국,105954.095,중품,30,kg
1996 ,4 ,들깨,국산,130134.905,상품,45,kg
1996 ,4 ,들깨,국산,121693.857,중품,45,kg
1996 ,4 ,들깨,수입,62459.429,중품,45,kg
1996 ,4 ,땅콩,국산,94203.762,상품,30,kg
1996 ,4 ,땅콩,국산,88383.048,중품,30,kg
1996 ,4 ,땅콩,수입,63046.048,중품,30,kg
1996 ,4 ,사과,후지,13769.952,상품,10,kg
1996 ,4 ,사과,후지,11406.857,중품,10,kg
1996 ,4 ,배,신고,36950.476,상품,15,kg
1996 ,4 ,배,신고,32644.952,중품,15,kg
1996 ,4 ,배,만삼길,23809.524,상품,15,kg
1996 ,4 ,배,만삼길,21333.333,중품,15,kg
1996 ,4 ,감귤,감귤,10482.762,상품,10,kg
1996 ,4 ,감귤,감귤,8349.762,중품,10,kg
1996 ,4 ,단감,단감,27290.19,상품,10,kg
1996 ,4 ,단감,단감,24252.143,중품,10,kg
1996 ,4 ,바나나,수입,16581.714,상품,13,kg
1996 ,4 ,바나나,수입,14721,중품,13,kg
1996 ,4 ,참다래,국산,21503.429,상품,10,kg
1996 ,4 ,참다래,국산,18652.952,중품,10,kg
1996 ,4 ,참다래,수입,28657.143,상품,10,kg
1996 ,4 ,참다래,수입,26057.143,중품,10,kg
1996 ,4 ,파인애플,수입,10027.238,상품,12,kg
1996 ,4 ,파인애플,수입,8617.667,중품,12,kg
1996 ,4 ,고등어,생선,21842.81,중품,10,kg
1996 ,4 ,고등어,냉동,15056.857,중품,10,kg
1996 ,4 ,갈치,생선,8270.143,중품,1,kg
1996 ,4 ,갈치,냉동,5436.762,중품,1,kg
1996 ,4 ,명태,생선,65395.238,중품,20,kg
1996 ,4 ,명태,냉동,26814.143,중품,20,kg
1996 ,4 ,물오징어,생선,2880,중품,1,kg
1996 ,4 ,물오징어,냉동,1853.667,중품,1,kg
1996 ,4 ,건멸치,건멸치,32349.238,중품,1.5,kg
1996 ,4 ,북어,황태,10438,중품,10,마리
1996 ,4 ,북어,먹태,9766.19,중품,10,마리
1996 ,4 ,건오징어,건오징어,13418.381,중품,20,마리
1996 ,4 ,김,김,2556.095,중품,1,속
1996 ,4 ,건미역,건미역,7456.952,상품,1,kg
1996 ,4 ,굴,굴,6736.762,상품,1,kg
1996 ,5 ,쌀,일반계,35855.81,상품,20,kg
1996 ,5 ,쌀,일반계,35000.571,중품,20,kg
1996 ,5 ,찹쌀,일반계,87452.429,상품,40,kg
1996 ,5 ,찹쌀,일반계,82824.905,중품,40,kg
1996 ,5 ,콩,백태(국산),89277.095,상품,35,kg
1996 ,5 ,콩,백태(국산),83351.429,중품,35,kg
1996 ,5 ,콩,콩나물콩,97687.765,상품,35,kg
1996 ,5 ,콩,콩나물콩,78823.286,중품,35,kg
1996 ,5 ,콩,백태(수입),39240.429,중품,35,kg
1996 ,5 ,팥,적두(국산),132979.476,상품,40,kg
1996 ,5 ,팥,적두(국산),126234.81,중품,40,kg
1996 ,5 ,팥,적두(수입),72553.19,중품,40,kg
1996 ,5 ,녹두,국산,216547.667,상품,40,kg
1996 ,5 ,녹두,국산,207384.333,중품,40,kg
1996 ,5 ,녹두,수입,145377.095,중품,40,kg
1996 ,5 ,고구마,밤,11554.762,상품,10,kg
1996 ,5 ,고구마,밤,10230.714,중품,10,kg
1996 ,5 ,감자,수미,20249.952,상품,20,kg
1996 ,5 ,감자,수미,17170.095,중품,20,kg
1996 ,5 ,배추,봄,593.952,상품,1,kg
1996 ,5 ,배추,봄,530.095,중품,1,kg
1996 ,5 ,배추,가을,866.667,상품,1,kg
1996 ,5 ,배추,가을,793.333,중품,1,kg
1996 ,5 ,양배추,양배추,3143.524,상품,10,kg
1996 ,5 ,양배추,양배추,2671.19,중품,10,kg
1996 ,5 ,시금치,시금치,3899.429,상품,4,kg
1996 ,5 ,시금치,시금치,3147.19,중품,4,kg
1996 ,5 ,상추,청,4869.524,상품,4,kg
1996 ,5 ,상추,청,3918.048,중품,4,kg
1996 ,5 ,수박,수박,11224.571,상품,1,개
1996 ,5 ,수박,수박,8958.905,중품,1,개
1996 ,5 ,참외,참외,28460.333,상품,10,kg
1996 ,5 ,참외,참외,24993.048,중품,10,kg
1996 ,5 ,오이,가시계통,6968,상품,10,kg
1996 ,5 ,오이,가시계통,5868.952,중품,10,kg
1996 ,5 ,오이,다다기계통,7947.143,상품,10,kg
1996 ,5 ,오이,다다기계통,6799,중품,10,kg
1996 ,5 ,호박,애호박,11270.381,상품,20,개
1996 ,5 ,호박,애호박,9635.476,중품,20,개
1996 ,5 ,호박,쥬키니,5063.286,상품,10,kg
1996 ,5 ,호박,쥬키니,3966.048,중품,10,kg
1996 ,5 ,토마토,토마토,12529,상품,10,kg
1996 ,5 ,토마토,토마토,10638.81,중품,10,kg
1996 ,5 ,딸기,딸기,3162.19,상품,1,kg
1996 ,5 ,딸기,딸기,2663.952,중품,1,kg
1996 ,5 ,무,봄,12140.762,상품,20,kg
1996 ,5 ,무,봄,10365.286,중품,20,kg
1996 ,5 ,무,가을,13989.6,상품,20,kg
1996 ,5 ,무,가을,12779.4,중품,20,kg
1996 ,5 ,당근,무세척,13875.905,상품,20,kg
1996 ,5 ,당근,무세척,12024.524,중품,20,kg
1996 ,5 ,건고추,화건,537585,상품,60,kg
1996 ,5 ,건고추,화건,493673.619,중품,60,kg
1996 ,5 ,건고추,양건,632584.905,상품,60,kg
1996 ,5 ,건고추,양건,586870.619,중품,60,kg
